S.no,Brands,Count,Percentage,Quarter,Year,State
905,Vivo,2576928,0.159455759,3,2021,bihar
906,Oppo,1994060,0.123388915,3,2021,bihar
907,Realme,1835886,0.113601387,3,2021,bihar
908,Infinix,278142,0.017210936,3,2021,bihar
909,Huawei,222180,0.013748106,3,2021,bihar
910,Motorola,213677,0.013221956,3,2021,bihar
911,Tecno,198088,0.012257336,3,2021,bihar
912,Lenovo,147198,0.009108353,3,2021,bihar
913,Others,1163194,0.071976393,3,2021,bihar
914,Xiaomi,4718889,0.272202017,4,2021,bihar
915,Samsung,3142992,0.181298768,4,2021,bihar
916,Vivo,2818559,0.162584338,4,2021,bihar
917,Oppo,2164915,0.124879867,4,2021,bihar
918,Realme,2149920,0.124014903,4,2021,bihar
919,Infinix,342716,0.019769057,4,2021,bihar
920,Tecno,233246,0.013454445,4,2021,bihar
921,Motorola,220257,0.012705194,4,2021,bihar
922,Huawei,214582,0.01237784,4,2021,bihar
923,Apple,144021,0.008307635,4,2021,bihar
924,Others,1185884,0.068405936,4,2021,bihar
925,Xiaomi,4888198,0.264446223,1,2022,bihar
926,Samsung,3283813,0.177650731,1,2022,bihar
927,Vivo,3062549,0.165680588,1,2022,bihar
928,Realme,2443092,0.132168634,1,2022,bihar
929,Oppo,2339620,0.126570911,1,2022,bihar
930,Infinix,387204,0.020947317,1,2022,bihar
931,Tecno,280644,0.015182537,1,2022,bihar
932,Motorola,220543,0.011931138,1,2022,bihar
933,Huawei,215004,0.011631484,1,2022,bihar
934,Apple,158500,0.008574679,1,2022,bihar
935,Others,1205491,0.065215759,1,2022,bihar
936,Xiaomi,20555,0.238269115,1,2018,chandigarh
937,Samsung,17266,0.200143738,1,2018,chandigarh
938,Vivo,9360,0.108499096,1,2018,chandigarh
939,Oppo,7948,0.092131497,1,2018,chandigarh
940,Apple,7552,0.087541151,1,2018,chandigarh
941,OnePlus,3638,0.042170909,1,2018,chandigarh
942,Motorola,3105,0.035992489,1,2018,chandigarh
943,Realme,2995,0.034717392,1,2018,chandigarh
944,Lenovo,1965,0.022777855,1,2018,chandigarh
945,Micromax,1558,0.018059999,1,2018,chandigarh
946,Others,10326,0.119696759,1,2018,chandigarh
947,Xiaomi,27862,0.241817756,2,2018,chandigarh
948,Samsung,23093,0.200427013,2,2018,chandigarh
949,Vivo,13375,0.116083285,2,2018,chandigarh
950,Oppo,11129,0.096589972,2,2018,chandigarh
951,Apple,9962,0.086461434,2,2018,chandigarh
952,OnePlus,4466,0.038760968,2,2018,chandigarh
953,Motorola,3914,0.033970092,2,2018,chandigarh
954,Realme,3861,0.033510098,2,2018,chandigarh
955,Lenovo,2511,0.021793281,2,2018,chandigarh
956,Micromax,2049,0.017783525,2,2018,chandigarh
957,Others,12997,0.112802576,2,2018,chandigarh
958,Xiaomi,34852,0.242207752,3,2018,chandigarh
959,Samsung,28614,0.198856094,3,2018,chandigarh
960,Vivo,17910,0.124467486,3,2018,chandigarh
961,Oppo,14437,0.100331496,3,2018,chandigarh
962,Apple,12403,0.086195993,3,2018,chandigarh
963,OnePlus,5178,0.035985072,3,2018,chandigarh
964,Realme,4664,0.032412974,3,2018,chandigarh
965,Motorola,4590,0.031898703,3,2018,chandigarh
966,Lenovo,2926,0.020334554,3,2018,chandigarh
967,Micromax,2395,0.016644312,3,2018,chandigarh
968,Others,15924,0.110665564,3,2018,chandigarh
969,Xiaomi,43505,0.244757999,4,2018,chandigarh
970,Samsung,35417,0.199255121,4,2018,chandigarh
971,Vivo,23567,0.132587329,4,2018,chandigarh
972,Oppo,18698,0.105194462,4,2018,chandigarh
973,Apple,15191,0.085464171,4,2018,chandigarh
974,OnePlus,6197,0.034864161,4,2018,chandigarh
975,Realme,5731,0.032242457,4,2018,chandigarh
976,Motorola,5354,0.030121465,4,2018,chandigarh
977,Lenovo,3148,0.017710566,4,2018,chandigarh
978,Huawei,2838,0.015966514,4,2018,chandigarh
979,Others,18101,0.101835755,4,2018,chandigarh
980,Xiaomi,51075,0.244173539,1,2019,chandigarh
981,Samsung,41609,0.198919565,1,2019,chandigarh
982,Vivo,29056,0.138907613,1,2019,chandigarh
983,Oppo,23095,0.110409944,1,2019,chandigarh
984,Apple,17580,0.08404446,1,2019,chandigarh
985,OnePlus,6880,0.03289112,1,2019,chandigarh
986,Realme,6690,0.03198279,1,2019,chandigarh
987,Motorola,6007,0.028717581,1,2019,chandigarh
988,Lenovo,3406,0.016283017,1,2019,chandigarh
989,Huawei,3364,0.016082228,1,2019,chandigarh
990,Others,20413,0.097588144,1,2019,chandigarh
991,Xiaomi,58356,0.24270605,2,2019,chandigarh
992,Samsung,48067,0.199913492,2,2019,chandigarh
993,Vivo,34791,0.144697824,2,2019,chandigarh
994,Oppo,27444,0.114141217,2,2019,chandigarh
995,Apple,20041,0.083351703,2,2019,chandigarh
996,OnePlus,7595,0.031588054,2,2019,chandigarh
997,Realme,7590,0.031567258,2,2019,chandigarh
998,Motorola,6475,0.026929907,2,2019,chandigarh
999,Huawei,3816,0.015870969,2,2019,chandigarh
1000,Lenovo,3595,0.014951817,2,2019,chandigarh
1001,Others,22669,0.09428171,2,2019,chandigarh
1002,Xiaomi,64422,0.240976745,3,2019,chandigarh
1003,Samsung,53606,0.200518447,3,2019,chandigarh
1004,Vivo,39957,0.149463037,3,2019,chandigarh
1005,Oppo,31459,0.117675443,3,2019,chandigarh
1006,Apple,22081,0.082596124,3,2019,chandigarh
1007,Realme,8500,0.031795075,3,2019,chandigarh
1008,OnePlus,8271,0.030938478,3,2019,chandigarh
1009,Motorola,6770,0.025323842,3,2019,chandigarh
1010,Huawei,4256,0.015919981,3,2019,chandigarh
1011,Lenovo,3716,0.013900059,3,2019,chandigarh
1012,Others,24299,0.090892768,3,2019,chandigarh
1013,Xiaomi,69435,0.23977002,4,2019,chandigarh
1014,Samsung,57981,0.200217549,4,2019,chandigarh
1015,Vivo,44605,0.154028109,4,2019,chandigarh
1016,Oppo,34871,0.12041507,4,2019,chandigarh
1017,Apple,23651,0.081670638,4,2019,chandigarh
1018,Realme,9610,0.033184848,4,2019,chandigarh
1019,OnePlus,8750,0.030215132,4,2019,chandigarh
1020,Motorola,6953,0.024009807,4,2019,chandigarh
1021,Huawei,4559,0.015742947,4,2019,chandigarh
1022,Lenovo,3777,0.013042577,4,2019,chandigarh
1023,Others,25398,0.087703305,4,2019,chandigarh
1024,Xiaomi,74599,0.238421539,1,2020,chandigarh
1025,Samsung,62236,0.198908871,1,2020,chandigarh
1026,Vivo,49864,0.159367439,1,2020,chandigarh
1027,Oppo,38691,0.123658062,1,2020,chandigarh
1028,Apple,25309,0.080888628,1,2020,chandigarh
1029,Realme,10759,0.034386216,1,2020,chandigarh
1030,OnePlus,9221,0.029470703,1,2020,chandigarh
1031,Motorola,7160,0.022883661,1,2020,chandigarh
1032,Huawei,4807,0.015363374,1,2020,chandigarh
1033,Lenovo,3862,0.012343114,1,2020,chandigarh
1034,Others,26379,0.084308392,1,2020,chandigarh
1035,Xiaomi,79401,0.236065895,2,2020,chandigarh
1036,Samsung,66732,0.198399886,2,2020,chandigarh
1037,Vivo,55338,0.164524559,2,2020,chandigarh
1038,Oppo,42912,0.127581009,2,2020,chandigarh
1039,Apple,26562,0.078971075,2,2020,chandigarh
1040,Realme,11849,0.03522808,2,2020,chandigarh
1041,OnePlus,9516,0.028291874,2,2020,chandigarh
1042,Motorola,7308,0.021727303,2,2020,chandigarh
1043,Huawei,5057,0.015034889,2,2020,chandigarh
1044,HMD Global,3920,0.011654492,2,2020,chandigarh
1045,Others,27756,0.082520938,2,2020,chandigarh
1046,Xiaomi,84467,0.232955862,3,2020,chandigarh
1047,Samsung,72072,0.198771057,3,2020,chandigarh
1048,Vivo,61814,0.170479994,3,2020,chandigarh
1049,Oppo,47234,0.130269066,3,2020,chandigarh
1050,Apple,28288,0.078016923,3,2020,chandigarh
1051,Realme,13210,0.036432535,3,2020,chandigarh
1052,OnePlus,9903,0.02731199,3,2020,chandigarh
1053,Motorola,7558,0.020844595,3,2020,chandigarh
1054,Huawei,5327,0.014691606,3,2020,chandigarh
1055,HMD Global,4168,0.01149514,3,2020,chandigarh
1056,Others,28547,0.078731232,3,2020,chandigarh
1057,Xiaomi,90201,0.230456155,4,2020,chandigarh
1058,Samsung,78159,0.199689833,4,2020,chandigarh
1059,Vivo,68293,0.174483012,4,2020,chandigarh
1060,Oppo,51650,0.131961513,4,2020,chandigarh
1061,Apple,30593,0.078162605,4,2020,chandigarh
1062,Realme,14705,0.037570069,4,2020,chandigarh
1063,OnePlus,10462,0.026729552,4,2020,chandigarh
1064,Motorola,7780,0.019877262,4,2020,chandigarh
1065,Huawei,5641,0.014412292,4,2020,chandigarh
1066,HMD Global,4400,0.011241639,4,2020,chandigarh
1067,Others,29518,0.075416068,4,2020,chandigarh
1068,Xiaomi,96137,0.228898709,1,2021,chandigarh
1069,Samsung,83453,0.198698565,1,2021,chandigarh
1070,Vivo,74844,0.178200849,1,2021,chandigarh
1071,Oppo,56200,0.133810161,1,2021,chandigarh
1072,Apple,32907,0.078350373,1,2021,chandigarh
1073,Realme,16641,0.039621617,1,2021,chandigarh
1074,OnePlus,10995,0.026178696,1,2021,chandigarh
1075,Motorola,7989,0.019021519,1,2021,chandigarh
1076,Huawei,5854,0.013938162,1,2021,chandigarh
1077,HMD Global,4591,0.010931004,1,2021,chandigarh
1078,Others,30387,0.072350345,1,2021,chandigarh
1079,Xiaomi,101761,0.226855443,2,2021,chandigarh
1080,Samsung,88362,0.196985099,2,2021,chandigarh
1081,Vivo,81826,0.182414417,2,2021,chandigarh
1082,Oppo,60671,0.135253649,2,2021,chandigarh
1083,Apple,35361,0.078830154,2,2021,chandigarh
1084,Realme,19398,0.043243894,2,2021,chandigarh
1085,OnePlus,11907,0.026544234,2,2021,chandigarh
1086,Motorola,8043,0.017930232,2,2021,chandigarh
1087,Huawei,5918,0.013192977,2,2021,chandigarh
1088,HMD Global,4599,0.010252535,2,2021,chandigarh
1089,Others,30726,0.068497365,2,2021,chandigarh
1090,Xiaomi,107815,0.224398133,3,2021,chandigarh
1091,Samsung,92724,0.192988846,3,2021,chandigarh
1092,Vivo,89865,0.187038336,3,2021,chandigarh
1093,Oppo,66039,0.137448669,3,2021,chandigarh
1094,Apple,37880,0.078840618,3,2021,chandigarh
1095,Realme,22934,0.047733124,3,2021,chandigarh
1096,OnePlus,13193,0.02745893,3,2021,chandigarh
1097,Motorola,8166,0.016996106,3,2021,chandigarh
1098,Huawei,5900,0.012279822,3,2021,chandigarh
1099,HMD Global,4496,0.00935764,3,2021,chandigarh
1100,Others,31451,0.065459775,3,2021,chandigarh
1101,Xiaomi,112958,0.220581458,4,2021,chandigarh
1102,Vivo,97127,0.189667091,4,2021,chandigarh
1103,Samsung,97097,0.189608508,4,2021,chandigarh
1104,Oppo,71275,0.139183975,4,2021,chandigarh
1105,Apple,41698,0.081426775,4,2021,chandigarh
1106,Realme,27098,0.052916273,4,2021,chandigarh
1107,OnePlus,14380,0.028080892,4,2021,chandigarh
1108,Motorola,8240,0.016090859,4,2021,chandigarh
1109,Huawei,5797,0.011320232,4,2021,chandigarh
1110,HMD Global,4511,0.008808964,4,2021,chandigarh
1111,Others,31911,0.062314975,4,2021,chandigarh
1112,Xiaomi,118077,0.218035672,1,2022,chandigarh
1113,Vivo,103673,0.191437894,1,2022,chandigarh
1114,Samsung,100254,0.185124522,1,2022,chandigarh
1115,Oppo,76330,0.140947541,1,2022,chandigarh
1116,Apple,45080,0.083242698,1,2022,chandigarh
1117,Realme,30911,0.057078861,1,2022,chandigarh
1118,OnePlus,15554,0.028721316,1,2022,chandigarh
1119,Motorola,8378,0.015470438,1,2022,chandigarh
1120,Huawei,5812,0.010732178,1,2022,chandigarh
1121,HMD Global,4529,0.008363047,1,2022,chandigarh
1122,Others,32951,0.060845833,1,2022,chandigarh
1123,Xiaomi,161753,0.23813015,1,2018,chhattisgarh
1124,Samsung,125715,0.185075589,1,2018,chhattisgarh
1125,Vivo,103265,0.152025062,1,2018,chhattisgarh
1126,Oppo,62998,0.092744636,1,2018,chhattisgarh
1127,Micromax,53452,0.07869117,1,2018,chhattisgarh
1128,Realme,40116,0.059058126,1,2018,chhattisgarh
1129,OnePlus,15860,0.023348835,1,2018,chhattisgarh
1130,Apple,15418,0.02269813,1,2018,chhattisgarh
1131,Lenovo,13258,0.019518213,1,2018,chhattisgarh
1132,Motorola,12182,0.017934143,1,2018,chhattisgarh
1133,Others,75246,0.110775944,1,2018,chhattisgarh
1134,Xiaomi,229221,0.241113945,2,2018,chhattisgarh
1135,Samsung,174661,0.183723144,2,2018,chhattisgarh
1136,Vivo,152196,0.160092566,2,2018,chhattisgarh
1137,Oppo,90864,0.095578405,2,2018,chhattisgarh
1138,Micromax,73053,0.076843296,2,2018,chhattisgarh
1139,Realme,54968,0.05781997,2,2018,chhattisgarh
1140,Apple,20055,0.021095537,2,2018,chhattisgarh
1141,OnePlus,19998,0.02103558,2,2018,chhattisgarh
1142,Lenovo,17504,0.018412181,2,2018,chhattisgarh
1143,Motorola,16136,0.016973203,2,2018,chhattisgarh
1144,Others,102019,0.107312173,2,2018,chhattisgarh
1145,Xiaomi,298538,0.245146954,3,2018,chhattisgarh
1146,Samsung,222989,0.183109267,3,2018,chhattisgarh
1147,Vivo,205795,0.168990271,3,2018,chhattisgarh
1148,Oppo,119608,0.098217101,3,2018,chhattisgarh
1149,Micromax,92998,0.076366079,3,2018,chhattisgarh
1150,Realme,70527,0.057913831,3,2018,chhattisgarh
1151,OnePlus,23810,0.019551779,3,2018,chhattisgarh
1152,Apple,23566,0.019351416,3,2018,chhattisgarh
1153,Motorola,19369,0.015905015,3,2018,chhattisgarh
1154,Lenovo,18890,0.01551168,3,2018,chhattisgarh
1155,Others,121702,0.099936607,3,2018,chhattisgarh
1156,Xiaomi,378100,0.2393041,4,2018,chhattisgarh
1157,Samsung,280138,0.177302756,4,2018,chhattisgarh
1158,Vivo,275135,0.174136296,4,2018,chhattisgarh
1159,Oppo,155513,0.098426074,4,2018,chhattisgarh
1160,Micromax,154018,0.09747987,4,2018,chhattisgarh
1161,Realme,91037,0.057618427,4,2018,chhattisgarh
1162,Apple,28128,0.017802554,4,2018,chhattisgarh
1163,OnePlus,27785,0.017585465,4,2018,chhattisgarh
1164,Motorola,22980,0.014544322,4,2018,chhattisgarh
1165,Lenovo,22246,0.014079765,4,2018,chhattisgarh
1166,Others,144918,0.091720369,4,2018,chhattisgarh
1167,Xiaomi,454437,0.238062484,1,2019,chhattisgarh
1168,Vivo,344150,0.180287265,1,2019,chhattisgarh
1169,Samsung,336551,0.176306434,1,2019,chhattisgarh
1170,Oppo,192191,0.10068165,1,2019,chhattisgarh
1171,Micromax,187241,0.098088531,1,2019,chhattisgarh
1172,Realme,109520,0.057373416,1,2019,chhattisgarh
1173,Apple,32769,0.017166449,1,2019,chhattisgarh
1174,OnePlus,31894,0.016708069,1,2019,chhattisgarh
1175,Motorola,25968,0.01360366,1,2019,chhattisgarh
1176,Lenovo,24737,0.012958786,1,2019,chhattisgarh
1177,Others,169440,0.088763255,1,2019,chhattisgarh
1178,Xiaomi,521922,0.2382046,2,2019,chhattisgarh
1179,Vivo,406013,0.185303866,2,2019,chhattisgarh
1180,Samsung,388144,0.177148475,2,2019,chhattisgarh
1181,Oppo,225563,0.102946694,2,2019,chhattisgarh
1182,Micromax,208017,0.094938719,2,2019,chhattisgarh
1183,Realme,126313,0.057649108,2,2019,chhattisgarh
1184,Apple,37139,0.016950197,2,2019,chhattisgarh
1185,OnePlus,35168,0.016050635,2,2019,chhattisgarh
1186,Motorola,28701,0.013099103,2,2019,chhattisgarh
1187,Lenovo,27225,0.012425459,2,2019,chhattisgarh
1188,Others,186861,0.085283145,2,2019,chhattisgarh
1189,Xiaomi,582178,0.23908178,3,2019,chhattisgarh
1190,Vivo,463726,0.190437353,3,2019,chhattisgarh
1191,Samsung,424913,0.174498102,3,2019,chhattisgarh
1192,Oppo,254200,0.104391764,3,2019,chhattisgarh
1193,Micromax,225367,0.092550978,3,2019,chhattisgarh
1194,Realme,145376,0.059701247,3,2019,chhattisgarh
1195,Apple,40822,0.016764282,3,2019,chhattisgarh
1196,OnePlus,38300,0.015728578,3,2019,chhattisgarh
1197,Motorola,30550,0.012545902,3,2019,chhattisgarh
1198,Lenovo,26475,0.010872431,3,2019,chhattisgarh
1199,Others,203151,0.083427582,3,2019,chhattisgarh
1200,Xiaomi,649776,0.23837118,4,2019,chhattisgarh
1201,Vivo,534907,0.196231336,4,2019,chhattisgarh
1202,Samsung,473054,0.173540482,4,2019,chhattisgarh
1203,Oppo,290835,0.106693202,4,2019,chhattisgarh
1204,Micromax,243335,0.089267765,4,2019,chhattisgarh
1205,Realme,169406,0.062146814,4,2019,chhattisgarh
1206,Apple,44369,0.016276826,4,2019,chhattisgarh
1207,OnePlus,41107,0.015080157,4,2019,chhattisgarh
1208,Motorola,32554,0.011942478,4,2019,chhattisgarh
1209,Lenovo,27622,0.010133167,4,2019,chhattisgarh
1210,Others,218935,0.080316593,4,2019,chhattisgarh
1211,Xiaomi,711639,0.235916482,1,2020,chhattisgarh
1212,Vivo,613952,0.203532122,1,2020,chhattisgarh
1213,Samsung,521671,0.172939913,1,2020,chhattisgarh
1214,Oppo,328835,0.10901257,1,2020,chhattisgarh
1215,Micromax,253971,0.084194296,1,2020,chhattisgarh
1216,Realme,196352,0.065092938,1,2020,chhattisgarh
1217,Apple,47890,0.015876084,1,2020,chhattisgarh
1218,OnePlus,43526,0.014429368,1,2020,chhattisgarh
1219,Motorola,34414,0.011408635,1,2020,chhattisgarh
1220,Lenovo,29426,0.009755056,1,2020,chhattisgarh
1221,Others,234811,0.077842537,1,2020,chhattisgarh
1222,Xiaomi,796390,0.234118186,2,2020,chhattisgarh
1223,Vivo,714180,0.209950559,2,2020,chhattisgarh
1224,Samsung,579423,0.170335466,2,2020,chhattisgarh
1225,Oppo,377290,0.11091356,2,2020,chhattisgarh
1226,Micromax,282770,0.08312711,2,2020,chhattisgarh
1227,Realme,227611,0.066911782,2,2020,chhattisgarh
1228,Apple,50835,0.014944183,2,2020,chhattisgarh
1229,OnePlus,45570,0.013396408,2,2020,chhattisgarh
1230,Motorola,36651,0.010774452,2,2020,chhattisgarh
1231,Lenovo,30902,0.009084394,2,2020,chhattisgarh
1232,Others,260036,0.076443899,2,2020,chhattisgarh
1233,Xiaomi,879885,0.231586104,3,2020,chhattisgarh
1234,Vivo,837832,0.220517736,3,2020,chhattisgarh
1235,Samsung,638573,0.168072683,3,2020,chhattisgarh
1236,Oppo,424680,0.111775955,3,2020,chhattisgarh
1237,Micromax,300759,0.079159896,3,2020,chhattisgarh
1238,Realme,264356,0.069578611,3,2020,chhattisgarh
1239,Apple,54717,0.014401538,3,2020,chhattisgarh
1240,OnePlus,48306,0.01271416,3,2020,chhattisgarh
1241,Motorola,38887,0.010235075,3,2020,chhattisgarh
1242,Lenovo,32625,0.008586914,3,2020,chhattisgarh
1243,Others,278766,0.073371329,3,2020,chhattisgarh
1244,Xiaomi,962085,0.229581628,4,2020,chhattisgarh
1245,Vivo,951506,0.227057169,4,2020,chhattisgarh
1246,Samsung,697989,0.166560596,4,2020,chhattisgarh
1247,Oppo,473974,0.113104063,4,2020,chhattisgarh
1248,Micromax,315002,0.075168693,4,2020,chhattisgarh
1249,Realme,302527,0.072191793,4,2020,chhattisgarh
1250,Apple,59187,0.01412375,4,2020,chhattisgarh
1251,OnePlus,51351,0.012253851,4,2020,chhattisgarh
1252,Motorola,41093,0.009805992,4,2020,chhattisgarh
1253,Lenovo,34335,0.008193336,4,2020,chhattisgarh
1254,Others,301552,0.071959129,4,2020,chhattisgarh
1255,Vivo,1059097,0.234596309,1,2021,chhattisgarh
1256,Xiaomi,1035868,0.229450947,1,2021,chhattisgarh
1257,Samsung,741544,0.164256423,1,2021,chhattisgarh
1258,Oppo,511992,0.113409285,1,2021,chhattisgarh
1259,Realme,338436,0.074965595,1,2021,chhattisgarh
1260,Micromax,315253,0.069830422,1,2021,chhattisgarh
1261,Apple,63748,0.014120563,1,2021,chhattisgarh
1262,OnePlus,54838,0.012146944,1,2021,chhattisgarh
1263,Motorola,42166,0.009340021,1,2021,chhattisgarh
1264,Huawei,35061,0.007766221,1,2021,chhattisgarh
1265,Others,316548,0.070117272,1,2021,chhattisgarh
1266,Vivo,1169224,0.241722288,2,2021,chhattisgarh
1267,Xiaomi,1101581,0.227737952,2,2021,chhattisgarh
1268,Samsung,778803,0.161007679,2,2021,chhattisgarh
1269,Oppo,550796,0.113870113,2,2021,chhattisgarh
1270,Realme,397105,0.082096441,2,2021,chhattisgarh
1271,Micromax,302906,0.062621988,2,2021,chhattisgarh
1272,Apple,69177,0.014301471,2,2021,chhattisgarh
1273,OnePlus,61100,0.012631653,2,2021,chhattisgarh
1274,Motorola,41735,0.008628184,2,2021,chhattisgarh
1275,Huawei,34225,0.007075586,2,2021,chhattisgarh
1276,Others,330403,0.068306645,2,2021,chhattisgarh
1277,Vivo,1306833,0.251020345,3,2021,chhattisgarh
1278,Xiaomi,1175329,0.225760668,3,2021,chhattisgarh
1279,Samsung,796963,0.153083008,3,2021,chhattisgarh
1280,Oppo,605302,0.116268197,3,2021,chhattisgarh
1281,Realme,464310,0.089186037,3,2021,chhattisgarh
1282,Micromax,283826,0.054518137,3,2021,chhattisgarh
1283,Apple,75098,0.014425046,3,2021,chhattisgarh
1284,OnePlus,74197,0.014251979,3,2021,chhattisgarh
1285,Motorola,41449,0.007961646,3,2021,chhattisgarh
1286,Infinix,38832,0.007458965,3,2021,chhattisgarh
1287,Others,343945,0.066065972,3,2021,chhattisgarh
1288,Vivo,1423389,0.255753097,4,2021,chhattisgarh
1289,Xiaomi,1243356,0.223404949,4,2021,chhattisgarh
1290,Samsung,821562,0.14761743,4,2021,chhattisgarh
1291,Oppo,651316,0.1170278,4,2021,chhattisgarh
1292,Realme,551719,0.099132312,4,2021,chhattisgarh
1293,Micromax,262792,0.047218201,4,2021,chhattisgarh
1294,OnePlus,87470,0.015716521,4,2021,chhattisgarh
1295,Apple,87360,0.015696756,4,2021,chhattisgarh
1296,Infinix,47609,0.008554337,4,2021,chhattisgarh
1297,Tecno,44668,0.008025901,4,2021,chhattisgarh
1298,Others,344240,0.061852695,4,2021,chhattisgarh
1299,Vivo,1531319,0.258801604,1,2022,chhattisgarh
1300,Xiaomi,1301387,0.219941791,1,2022,chhattisgarh
1301,Samsung,843988,0.142638763,1,2022,chhattisgarh
1302,Oppo,702141,0.118665815,1,2022,chhattisgarh
1303,Realme,629948,0.106464788,1,2022,chhattisgarh
1304,Micromax,255953,0.04325751,1,2022,chhattisgarh
1305,OnePlus,99485,0.01681353,1,2022,chhattisgarh
1306,Apple,96555,0.016318343,1,2022,chhattisgarh
1307,Tecno,57754,0.009760754,1,2022,chhattisgarh
1308,Infinix,53501,0.009041973,1,2022,chhattisgarh
1309,Others,344930,0.058295128,1,2022,chhattisgarh
1310,Xiaomi,12990,0.243907019,1,2018,dadra-&-nagar-haveli-&-daman-&-diu
1311,Samsung,10123,0.190074731,1,2018,dadra-&-nagar-haveli-&-daman-&-diu
1312,Vivo,8579,0.161083781,1,2018,dadra-&-nagar-haveli-&-daman-&-diu
1313,Oppo,5623,0.105580382,1,2018,dadra-&-nagar-haveli-&-daman-&-diu
1314,Realme,3008,0.056479778,1,2018,dadra-&-nagar-haveli-&-daman-&-diu
1315,Lenovo,1714,0.032182958,1,2018,dadra-&-nagar-haveli-&-daman-&-diu
1316,Motorola,1527,0.028671749,1,2018,dadra-&-nagar-haveli-&-daman-&-diu
1317,Apple,1436,0.026963085,1,2018,dadra-&-nagar-haveli-&-daman-&-diu
1318,OnePlus,1090,0.020466409,1,2018,dadra-&-nagar-haveli-&-daman-&-diu
1319,Micromax,847,0.015903714,1,2018,dadra-&-nagar-haveli-&-daman-&-diu
1320,Others,6321,0.118686395,1,2018,dadra-&-nagar-haveli-&-daman-&-diu
1321,Xiaomi,17620,0.24657841,2,2018,dadra-&-nagar-haveli-&-daman-&-diu
1322,Samsung,13325,0.186473173,2,2018,dadra-&-nagar-haveli-&-daman-&-diu
1323,Vivo,12204,0.170785636,2,2018,dadra-&-nagar-haveli-&-daman-&-diu
1324,Oppo,7585,0.106146268,2,2018,dadra-&-nagar-haveli-&-daman-&-diu
1325,Realme,3991,0.055850989,2,2018,dadra-&-nagar-haveli-&-daman-&-diu
1326,Lenovo,2117,0.029625794,2,2018,dadra-&-nagar-haveli-&-daman-&-diu
1327,Motorola,1935,0.027078844,2,2018,dadra-&-nagar-haveli-&-daman-&-diu
1328,Apple,1812,0.025357553,2,2018,dadra-&-nagar-haveli-&-daman-&-diu
1329,OnePlus,1328,0.018584343,2,2018,dadra-&-nagar-haveli-&-daman-&-diu
1330,Huawei,1132,0.015841473,2,2018,dadra-&-nagar-haveli-&-daman-&-diu
1331,Others,8409,0.117677517,2,2018,dadra-&-nagar-haveli-&-daman-&-diu
1332,Xiaomi,22407,0.243271413,3,2018,dadra-&-nagar-haveli-&-daman-&-diu
1333,Samsung,17165,0.186359343,3,2018,dadra-&-nagar-haveli-&-daman-&-diu
1334,Vivo,16781,0.182190279,3,2018,dadra-&-nagar-haveli-&-daman-&-diu
1335,Oppo,9875,0.107212264,3,2018,dadra-&-nagar-haveli-&-daman-&-diu
1336,Realme,5100,0.055370384,3,2018,dadra-&-nagar-haveli-&-daman-&-diu
1337,Lenovo,2523,0.027392055,3,2018,dadra-&-nagar-haveli-&-daman-&-diu
1338,Motorola,2378,0.025817799,3,2018,dadra-&-nagar-haveli-&-daman-&-diu
1339,Apple,2146,0.023298989,3,2018,dadra-&-nagar-haveli-&-daman-&-diu
1340,OnePlus,1545,0.016773969,3,2018,dadra-&-nagar-haveli-&-daman-&-diu
1341,Huawei,1514,0.016437404,3,2018,dadra-&-nagar-haveli-&-daman-&-diu
1342,Others,10673,0.115876101,3,2018,dadra-&-nagar-haveli-&-daman-&-diu
1343,Xiaomi,28477,0.24441469,4,2018,dadra-&-nagar-haveli-&-daman-&-diu
1344,Vivo,22409,0.192333771,4,2018,dadra-&-nagar-haveli-&-daman-&-diu
1345,Samsung,21520,0.18470359,4,2018,dadra-&-nagar-haveli-&-daman-&-diu
1346,Oppo,12699,0.108994001,4,2018,dadra-&-nagar-haveli-&-daman-&-diu
1347,Realme,6489,0.055694312,4,2018,dadra-&-nagar-haveli-&-daman-&-diu
1348,Lenovo,2931,0.025156423,4,2018,dadra-&-nagar-haveli-&-daman-&-diu
1349,Motorola,2811,0.024126477,4,2018,dadra-&-nagar-haveli-&-daman-&-diu
1350,Apple,2546,0.021852014,4,2018,dadra-&-nagar-haveli-&-daman-&-diu
1351,Huawei,2029,0.017414665,4,2018,dadra-&-nagar-haveli-&-daman-&-diu
1352,OnePlus,1795,0.015406271,4,2018,dadra-&-nagar-haveli-&-daman-&-diu
1353,Others,12805,0.109903786,4,2018,dadra-&-nagar-haveli-&-daman-&-diu
1354,Xiaomi,34460,0.245211055,1,2019,dadra-&-nagar-haveli-&-daman-&-diu
1355,Vivo,27883,0.198410326,1,2019,dadra-&-nagar-haveli-&-daman-&-diu
1356,Samsung,25799,0.183580964,1,2019,dadra-&-nagar-haveli-&-daman-&-diu
1357,Oppo,15701,0.111725443,1,2019,dadra-&-nagar-haveli-&-daman-&-diu
1358,Realme,7762,0.055232972,1,2019,dadra-&-nagar-haveli-&-daman-&-diu
1359,Lenovo,3296,0.023453733,1,2019,dadra-&-nagar-haveli-&-daman-&-diu
1360,Motorola,3175,0.022592719,1,2019,dadra-&-nagar-haveli-&-daman-&-diu
1361,Apple,2928,0.020835112,1,2019,dadra-&-nagar-haveli-&-daman-&-diu
